ID_CLIENTE;SAFRA_REF;PROBABILIDADE_INADIMPLENCIA
3285246914299291124;2021-07;0.08
2929243640075785940;2021-07;0.0
2929243640075785940;2021-07;0.0
2929243640075785940;2021-07;0.06
2929243640075785940;2021-07;0.04
2929243640075785940;2021-07;0.03
2407532237672094312;2021-07;0.03
2407532237672094312;2021-07;0.0
2407532237672094312;2021-07;0.07
5635781225931111684;2021-07;0.01
5635781225931111684;2021-07;0.04
1235244772550233980;2021-07;0.0
1235244772550233980;2021-07;0.02
1235244772550233980;2021-07;0.02
4365965554261111250;2021-07;0.02
5162636608292907782;2021-07;0.02
8248484932270772248;2021-07;0.01
924957821424248698;2021-07;0.03833333333333334
924957821424248698;2021-07;0.03
924957821424248698;2021-07;0.1
6828316696355015040;2021-07;0.08
8409181491723988567;2021-07;0.01
8409181491723988567;2021-07;0.0
8409181491723988567;2021-07;0.24
8409181491723988567;2021-07;0.01
4532469127306079736;2021-07;0.07
7664272163315705419;2021-07;0.01
7664272163315705419;2021-07;0.07
9206030810342980458;2021-07;0.05
9206030810342980458;2021-07;0.14
9206030810342980458;2021-07;0.02
5810778736737569699;2021-07;0.05
5810778736737569699;2021-07;0.03
1366416810235233769;2021-07;0.01
1366416810235233769;2021-07;0.05
1366416810235233769;2021-07;0.03
1366416810235233769;2021-07;0.23
1366416810235233769;2021-07;0.06
1366416810235233769;2021-07;0.0
8067924767167570288;2021-07;0.03
7908414709866823255;2021-07;0.2
7908414709866823255;2021-07;0.18
7908414709866823255;2021-07;0.03
7908414709866823255;2021-07;0.03
8994944800097997361;2021-07;0.01
8994944800097997361;2021-07;0.0
6950439982480713649;2021-07;0.04
6950439982480713649;2021-07;0.04
8901696535927078963;2021-07;0.06
8901696535927078963;2021-07;0.1
8901696535927078963;2021-07;0.03
8901696535927078963;2021-07;0.03
8901696535927078963;2021-07;0.16
8901696535927078963;2021-07;0.06
8901696535927078963;2021-07;0.08
6204723742351094322;2021-07;0.23
3095408468798675621;2021-07;0.07
3095408468798675621;2021-07;0.14
7722287846688771887;2021-07;0.01
312543480920432545;2021-07;0.32
312543480920432545;2021-07;0.03
312543480920432545;2021-07;0.06
6394935036014530592;2021-07;0.06
6394935036014530592;2021-07;0.06
3281617395243454427;2021-07;0.06
1115703227712697214;2021-07;0.03
1115703227712697214;2021-07;0.03
8185063234515056194;2021-07;0.0
8185063234515056194;2021-07;0.03
8185063234515056194;2021-07;0.01
8185063234515056194;2021-07;0.0
8185063234515056194;2021-07;0.03
7492389223353246125;2021-07;0.04
7492389223353246125;2021-07;0.25
7492389223353246125;2021-07;0.065
6217788509719675691;2021-07;0.01
6217788509719675691;2021-07;0.02
8716163053080758848;2021-07;0.02
8716163053080758848;2021-07;0.08
8716163053080758848;2021-07;0.05
8716163053080758848;2021-07;0.12
8716163053080758848;2021-07;0.05
8716163053080758848;2021-07;0.06
324916756972236008;2021-07;0.08
324916756972236008;2021-07;0.35
324916756972236008;2021-07;0.11
324916756972236008;2021-07;0.1
324916756972236008;2021-07;0.11
324916756972236008;2021-07;0.03
7269781193318890653;2021-07;0.02
7269781193318890653;2021-07;0.03
6784879562354696650;2021-07;0.01
8229446069655666941;2021-07;0.47
8229446069655666941;2021-07;0.0
4972567100282306577;2021-07;0.12
5864443060004179363;2021-07;0.09
5864443060004179363;2021-07;0.08
5864443060004179363;2021-07;0.28
5864443060004179363;2021-07;0.05
5864443060004179363;2021-07;0.21
2439954154030259398;2021-07;0.07
8623308321032624474;2021-07;0.13
8623308321032624474;2021-07;0.19
8623308321032624474;2021-07;0.01
4524147234488547993;2021-07;0.03
4524147234488547993;2021-07;0.06
4524147234488547993;2021-07;0.02
6987942592445950913;2021-07;0.02
6987942592445950913;2021-07;0.0
6987942592445950913;2021-07;0.06
6987942592445950913;2021-07;0.09
8684964138237894839;2021-07;0.01
6582676833651678345;2021-07;0.01
6582676833651678345;2021-07;0.01
6582676833651678345;2021-07;0.065
6582676833651678345;2021-07;0.06
6582676833651678345;2021-07;0.04
6582676833651678345;2021-07;0.02
6582676833651678345;2021-07;0.05
6582676833651678345;2021-07;0.05
1036256411320325774;2021-07;0.01
1036256411320325774;2021-07;0.32
968199235777440720;2021-07;0.01
968199235777440720;2021-07;0.0
968199235777440720;2021-07;0.0
968199235777440720;2021-07;0.0
968199235777440720;2021-07;0.01
968199235777440720;2021-07;0.01
968199235777440720;2021-07;0.03
968199235777440720;2021-07;0.04
6916556752218696485;2021-07;0.06
6916556752218696485;2021-07;0.0
6916556752218696485;2021-07;0.06
6916556752218696485;2021-07;0.02
6916556752218696485;2021-07;0.1
6916556752218696485;2021-07;0.18
6916556752218696485;2021-07;0.17
6916556752218696485;2021-07;0.08
6916556752218696485;2021-07;0.12
6916556752218696485;2021-07;0.05
6916556752218696485;2021-07;0.05
6916556752218696485;2021-07;0.05
6030285068945261052;2021-07;0.09
6030285068945261052;2021-07;0.01
6030285068945261052;2021-07;0.15
6030285068945261052;2021-07;0.08
6030285068945261052;2021-07;0.09
8463871205935856285;2021-07;0.0
4071158585850879204;2021-07;0.21
4071158585850879204;2021-07;0.03
4071158585850879204;2021-07;0.225
3218226066162129945;2021-07;0.0
4679462479444735708;2021-07;0.0
4679462479444735708;2021-07;0.02
4679462479444735708;2021-07;0.03
4679462479444735708;2021-07;0.02
4679462479444735708;2021-07;0.03
4679462479444735708;2021-07;0.065
4724876423989598202;2021-07;0.01
4724876423989598202;2021-07;0.05
4724876423989598202;2021-07;0.08
2128970218770090704;2021-07;0.2
2128970218770090704;2021-07;0.0
2128970218770090704;2021-07;0.02
1003144834589372198;2021-07;0.02
1003144834589372198;2021-07;0.02
9127318190908282126;2021-07;0.16
9127318190908282126;2021-07;0.14
8163895533020293251;2021-07;0.31
8163895533020293251;2021-07;0.4
8163895533020293251;2021-07;0.23
5794903898038236832;2021-07;0.03
5794903898038236832;2021-07;0.04
3960251564708868781;2021-07;0.04
3960251564708868781;2021-07;0.02
3960251564708868781;2021-07;0.04
3960251564708868781;2021-07;0.02
3960251564708868781;2021-07;0.04
5888474320320735000;2021-07;0.14
5888474320320735000;2021-07;0.09
5888474320320735000;2021-07;0.06333333333333334
761746217261797478;2021-07;0.07
761746217261797478;2021-07;0.02
1507697130807703164;2021-07;0.0
9184785003280841216;2021-07;0.0
9184785003280841216;2021-07;0.09
9184785003280841216;2021-07;0.14
1182975716201409626;2021-07;0.06
1182975716201409626;2021-07;0.25
1182975716201409626;2021-07;0.04
1182975716201409626;2021-07;0.02
1182975716201409626;2021-07;0.14
5369576709077493659;2021-07;0.05
3472934456083131714;2021-07;0.17
717981637594591016;2021-07;0.08
717981637594591016;2021-07;0.31
717981637594591016;2021-07;0.08
717981637594591016;2021-07;0.08
8255085612985072878;2021-07;0.04
8255085612985072878;2021-07;0.11
7751080728852739823;2021-07;0.06
7751080728852739823;2021-07;0.22
4347826483121154490;2021-07;0.03
4347826483121154490;2021-07;0.03
4347826483121154490;2021-07;0.01
4347826483121154490;2021-07;0.02
4347826483121154490;2021-07;0.0
4347826483121154490;2021-07;0.03
4347826483121154490;2021-07;0.03
4347826483121154490;2021-07;0.03
4347826483121154490;2021-07;0.02
2214132103234633622;2021-07;0.0
2214132103234633622;2021-07;0.0
2214132103234633622;2021-07;0.0
2214132103234633622;2021-07;0.0
2214132103234633622;2021-07;0.0
410843023337872279;2021-07;0.06
2022367282554149730;2021-07;0.01
2022367282554149730;2021-07;0.09
7637066986811047950;2021-07;0.0
7637066986811047950;2021-07;0.0
7637066986811047950;2021-07;0.0
86110062990790869;2021-07;0.07
5304536516981778801;2021-07;0.04
5304536516981778801;2021-07;0.07
5304536516981778801;2021-07;0.04
3829967475074118757;2021-07;0.16
3829967475074118757;2021-07;0.13
7444686668183702737;2021-07;0.07
7444686668183702737;2021-07;0.01
682352428813668634;2021-07;0.02
682352428813668634;2021-07;0.02
682352428813668634;2021-07;0.12
682352428813668634;2021-07;0.06
682352428813668634;2021-07;0.04666666666666666
682352428813668634;2021-07;0.06
7613717984547031729;2021-07;0.06
7910340581026492945;2021-07;0.02
7910340581026492945;2021-07;0.0
7910340581026492945;2021-07;0.08
6352592240901579272;2021-07;0.18
5574997762710520717;2021-07;0.01
5574997762710520717;2021-07;0.07
8939476669690489534;2021-07;0.07
107343823625119033;2021-07;0.23
6349142675790687765;2021-07;0.09
6349142675790687765;2021-07;0.185
6349142675790687765;2021-07;0.06
5067621068959932809;2021-07;0.07
5067621068959932809;2021-07;0.07
5067621068959932809;2021-07;0.07
5067621068959932809;2021-07;0.07
5067621068959932809;2021-07;0.02
2397171153213063761;2021-07;0.04
2397171153213063761;2021-07;0.03
2397171153213063761;2021-07;0.05
2397171153213063761;2021-07;0.04
2397171153213063761;2021-07;0.14
8195468623809753777;2021-07;0.162
8195468623809753777;2021-07;0.11
8195468623809753777;2021-07;0.08
8195468623809753777;2021-07;0.13
6271697692808086495;2021-07;0.02
5176940320835464459;2021-07;0.04
5176940320835464459;2021-07;0.03
5176940320835464459;2021-07;0.06
5176940320835464459;2021-07;0.12
5176940320835464459;2021-07;0.07
5176940320835464459;2021-07;0.1
5176940320835464459;2021-07;0.09
4342146186255136598;2021-07;0.03
4342146186255136598;2021-07;0.0
4342146186255136598;2021-07;0.2
4795152981525833467;2021-07;0.0275
4795152981525833467;2021-07;0.0275
4795152981525833467;2021-07;0.0275
4795152981525833467;2021-07;0.0575
4795152981525833467;2021-07;0.07
5714540197488862003;2021-07;0.09
5714540197488862003;2021-07;0.375
5714540197488862003;2021-07;0.02
6012031176108922616;2021-07;0.0
1998941557906036376;2021-07;0.04
5558533999208199371;2021-07;0.06
8464809590757561185;2021-07;0.07
8464809590757561185;2021-07;0.08
8464809590757561185;2021-07;0.05
8464809590757561185;2021-07;0.04
6721448955097663572;2021-07;0.1
6721448955097663572;2021-07;0.14
6721448955097663572;2021-07;0.15
5225029212547588718;2021-07;0.07
5225029212547588718;2021-07;0.08
5225029212547588718;2021-07;0.02
8926565682509268383;2021-07;0.01
8926565682509268383;2021-07;0.07
8926565682509268383;2021-07;0.02
8926565682509268383;2021-07;0.01
8926565682509268383;2021-07;0.1
8926565682509268383;2021-07;0.06
8926565682509268383;2021-07;0.02
2983174282784691273;2021-07;0.07
2983174282784691273;2021-07;0.31
8536031856585966123;2021-07;0.02
8536031856585966123;2021-07;0.01
8536031856585966123;2021-07;0.28
8536031856585966123;2021-07;0.29
8536031856585966123;2021-07;0.22
7696655736121386405;2021-07;0.0
7696655736121386405;2021-07;0.0
7750874287225529604;2021-07;0.04
7750874287225529604;2021-07;0.11
7750874287225529604;2021-07;0.02
8013668117699219722;2021-07;0.03
7289435138601868544;2021-07;0.27
7289435138601868544;2021-07;0.055
7289435138601868544;2021-07;0.01
5042877476420217533;2021-07;0.08
5042877476420217533;2021-07;0.08
1299146298565441811;2021-07;0.1
8376902089871279815;2021-07;0.03
8376902089871279815;2021-07;0.12
8376902089871279815;2021-07;0.17
3997247264680905799;2021-07;0.05
3997247264680905799;2021-07;0.07
5029701292539093910;2021-07;0.09
8733525963966339207;2021-07;0.06
8733525963966339207;2021-07;0.04
8733525963966339207;2021-07;0.21
1454789421854453615;2021-07;0.01
1454789421854453615;2021-07;0.12
1454789421854453615;2021-07;0.14
1454789421854453615;2021-07;0.33
209477776078372134;2021-07;0.04
209477776078372134;2021-07;0.11666666666666668
209477776078372134;2021-07;0.04
209477776078372134;2021-07;0.03
3156852928909455203;2021-07;0.02
3156852928909455203;2021-07;0.06
7590999900861381526;2021-07;0.13
4556737702757145073;2021-07;0.15
6545052034269841737;2021-07;0.01
6545052034269841737;2021-07;0.04
6545052034269841737;2021-07;0.26
6545052034269841737;2021-07;0.04
6545052034269841737;2021-07;0.14
6545052034269841737;2021-07;0.09
3571198145319411787;2021-07;0.07
3571198145319411787;2021-07;0.1
3571198145319411787;2021-07;0.14
3571198145319411787;2021-07;0.02
8874257794774679816;2021-07;0.0
2634859679238614382;2021-07;0.0
2634859679238614382;2021-07;0.01
2634859679238614382;2021-07;0.0
2634859679238614382;2021-07;0.01
2634859679238614382;2021-07;0.0
2634859679238614382;2021-07;0.0
2678966409665050034;2021-07;0.09
2678966409665050034;2021-07;0.12666666666666668
2678966409665050034;2021-07;0.08
2678966409665050034;2021-07;0.09
2250817603281429928;2021-07;0.05
2106875407768047316;2021-07;0.08
7458891296671174680;2021-07;0.03
8213533889694327948;2021-07;0.06
8213533889694327948;2021-07;0.02
8213533889694327948;2021-07;0.06
6471448246085839373;2021-07;0.0
2532435113844289043;2021-07;0.04
2532435113844289043;2021-07;0.07
2532435113844289043;2021-07;0.04
2532435113844289043;2021-07;0.07
2532435113844289043;2021-07;0.04
2532435113844289043;2021-07;0.04
2532435113844289043;2021-07;0.01
2532435113844289043;2021-07;0.035
2532435113844289043;2021-07;0.19
2532435113844289043;2021-07;0.09
2532435113844289043;2021-07;0.09
3137879241768961145;2021-07;0.03
3137879241768961145;2021-07;0.05
3118152790263512426;2021-07;0.01
3118152790263512426;2021-07;0.0
903093877129717133;2021-07;0.03
903093877129717133;2021-07;0.01
2645324649046215594;2021-07;0.12
2645324649046215594;2021-07;0.02
2645324649046215594;2021-07;0.11
621182491555347581;2021-07;0.19
621182491555347581;2021-07;0.05
8706851346184249504;2021-07;0.05
1343530446996409207;2021-07;0.0
1343530446996409207;2021-07;0.0
3977861004707764824;2021-07;0.02
3977861004707764824;2021-07;0.13
3977861004707764824;2021-07;0.01
3977861004707764824;2021-07;0.13
3977861004707764824;2021-07;0.04
1156053485989336481;2021-07;0.01
1156053485989336481;2021-07;0.09
1156053485989336481;2021-07;0.42
1156053485989336481;2021-07;0.06
1156053485989336481;2021-07;0.09
1156053485989336481;2021-07;0.05
1156053485989336481;2021-07;0.05
1118514612547157551;2021-07;0.03
1118514612547157551;2021-07;0.03
6817075905797098547;2021-07;0.07
7930925883736021864;2021-07;0.1
7930925883736021864;2021-07;0.01
7930925883736021864;2021-07;0.01
7930925883736021864;2021-07;0.05
7930925883736021864;2021-07;0.08
7930925883736021864;2021-07;0.03
7930925883736021864;2021-07;0.02
2451708306555441014;2021-07;0.14
7442192566700924647;2021-07;0.12
7442192566700924647;2021-07;0.48
7442192566700924647;2021-07;0.02
7442192566700924647;2021-07;0.02
2988042199057874759;2021-07;0.04
3634047863995720708;2021-07;0.02
7085295800541340563;2021-07;0.0
7085295800541340563;2021-07;0.0
7085295800541340563;2021-07;0.01
4335865859049992260;2021-07;0.31
4335865859049992260;2021-07;0.01
2290083177086946553;2021-07;0.01
2290083177086946553;2021-07;0.0
2290083177086946553;2021-07;0.05
7177785309735471560;2021-07;0.0
7177785309735471560;2021-07;0.14
5477523784812182605;2021-07;0.43
5477523784812182605;2021-07;0.23
8961924617442201922;2021-07;0.01
7595945751692012281;2021-07;0.01
2333404192508932057;2021-07;0.08
2333404192508932057;2021-07;0.13
2333404192508932057;2021-07;0.09
4593070249039532001;2021-07;0.19
6053752047545474051;2021-07;0.01
6053752047545474051;2021-07;0.05
6053752047545474051;2021-07;0.1
6053752047545474051;2021-07;0.18
6053752047545474051;2021-07;0.04
6053752047545474051;2021-07;0.06
6053752047545474051;2021-07;0.05
6091519986999196884;2021-07;0.01
6091519986999196884;2021-07;0.0
7535160686416710323;2021-07;0.06
3036967290595689189;2021-07;0.045
5999145415800242177;2021-07;0.08
5999145415800242177;2021-07;0.02
7930644815080409701;2021-07;0.04
510795635145114083;2021-07;0.05
510795635145114083;2021-07;0.06
510795635145114083;2021-07;0.01
510795635145114083;2021-07;0.02
510795635145114083;2021-07;0.03
187117706370645370;2021-07;0.03
187117706370645370;2021-07;0.06
187117706370645370;2021-07;0.12
5462970244186515758;2021-07;0.01
5462970244186515758;2021-07;0.0
4769364850030443969;2021-07;0.03
4769364850030443969;2021-07;0.06
4769364850030443969;2021-07;0.08
5726178124659661019;2021-07;0.05
5726178124659661019;2021-07;0.07
5726178124659661019;2021-07;0.03
5726178124659661019;2021-07;0.02
5726178124659661019;2021-07;0.01
5726178124659661019;2021-07;0.17
5726178124659661019;2021-07;0.01
5726178124659661019;2021-07;0.0
5726178124659661019;2021-07;0.05
5726178124659661019;2021-07;0.03
5726178124659661019;2021-07;0.0
5726178124659661019;2021-07;0.01
5726178124659661019;2021-07;0.07
5726178124659661019;2021-07;0.01
5726178124659661019;2021-07;0.0
5726178124659661019;2021-07;0.05
5726178124659661019;2021-07;0.0
5726178124659661019;2021-07;0.04
1141681690629134039;2021-07;0.02
4095739077267179172;2021-07;0.0
4095739077267179172;2021-07;0.08
4095739077267179172;2021-07;0.0
1551531256789550891;2021-07;0.05
1551531256789550891;2021-07;0.02
1551531256789550891;2021-07;0.04
9108733472015251498;2021-07;0.03
851897122328714307;2021-07;0.17
6795467882769787169;2021-07;0.34
5856610998569876318;2021-07;0.0
3093415403379897112;2021-07;0.11
6061850657256270336;2021-07;0.13
6061850657256270336;2021-07;0.05
165658847908185334;2021-07;0.0
4850722092974676955;2021-07;0.15
4850722092974676955;2021-07;0.4
3140918607946425426;2021-07;0.04
7398738404146260251;2021-07;0.0
4863405965754103821;2021-07;0.05
4863405965754103821;2021-07;0.04
4863405965754103821;2021-07;0.22
4863405965754103821;2021-07;0.11
4863405965754103821;2021-07;0.05
4863405965754103821;2021-07;0.04
4863405965754103821;2021-07;0.09
4863405965754103821;2021-07;0.05
4863405965754103821;2021-07;0.09
968400235888951633;2021-07;0.09
798425422240919854;2021-07;0.06
1308019675417057675;2021-07;0.07
1308019675417057675;2021-07;0.08
6238903426443761049;2021-07;0.03
6238903426443761049;2021-07;0.04
6238903426443761049;2021-07;0.07
4465150716052427320;2021-07;0.08
4465150716052427320;2021-07;0.02
1033361676287635885;2021-07;0.05
1033361676287635885;2021-07;0.27
1033361676287635885;2021-07;0.05
652740132671309295;2021-07;0.02
652740132671309295;2021-07;0.1
652740132671309295;2021-07;0.03
8004521604421988528;2021-07;0.02
8004521604421988528;2021-07;0.01
4717717003637613480;2021-07;0.04
8348574220426911086;2021-07;0.0
5301988619224057921;2021-07;0.15
5301988619224057921;2021-07;0.17
5301988619224057921;2021-07;0.21
5301988619224057921;2021-07;0.03
5301988619224057921;2021-07;0.04
5301988619224057921;2021-07;0.03
8350724667410677464;2021-07;0.18
8350724667410677464;2021-07;0.08
7457803471605010846;2021-07;0.0
7457803471605010846;2021-07;0.0
1430896989654626045;2021-07;0.03
1430896989654626045;2021-07;0.01
1430896989654626045;2021-07;0.07
2554972344348383830;2021-07;0.13
2554972344348383830;2021-07;0.19
2819054834565698513;2021-07;0.04
2819054834565698513;2021-07;0.03
8843432852270832388;2021-07;0.02
2943087245123311166;2021-07;0.0
2943087245123311166;2021-07;0.2
2943087245123311166;2021-07;0.06
2943087245123311166;2021-07;0.0
8826489829259520138;2021-07;0.01
8826489829259520138;2021-07;0.1
8826489829259520138;2021-07;0.06
8826489829259520138;2021-07;0.07
8535586342375301953;2021-07;0.02
1661240395903230676;2021-07;0.06
1661240395903230676;2021-07;0.09
1661240395903230676;2021-07;0.15
1661240395903230676;2021-07;0.15
8049805689946244047;2021-07;0.03
1276604410881911401;2021-07;0.15
1276604410881911401;2021-07;0.15
1276604410881911401;2021-07;0.17
1276604410881911401;2021-07;0.17
1276604410881911401;2021-07;0.17
1276604410881911401;2021-07;0.15
1276604410881911401;2021-07;0.17
1276604410881911401;2021-07;0.15
1276604410881911401;2021-07;0.11
1276604410881911401;2021-07;0.05
5432443358006556295;2021-07;0.13
5432443358006556295;2021-07;0.05
8603678028264007695;2021-07;0.05
8603678028264007695;2021-07;0.08
5511113649464808344;2021-07;0.33
5511113649464808344;2021-07;0.02
5511113649464808344;2021-07;0.12
3263212305228307743;2021-07;0.0
3263212305228307743;2021-07;0.01
3263212305228307743;2021-07;0.07
3263212305228307743;2021-07;0.02
170089315547146305;2021-07;0.09
170089315547146305;2021-07;0.13
170089315547146305;2021-07;0.09
170089315547146305;2021-07;0.12
4740535838297269949;2021-07;0.0
4740535838297269949;2021-07;0.0
4740535838297269949;2021-07;0.01
4740535838297269949;2021-07;0.0
4740535838297269949;2021-07;0.0
4740535838297269949;2021-07;0.01
7970976988071755401;2021-07;0.02
7970976988071755401;2021-07;0.04
8287608084245946173;2021-07;0.08
8287608084245946173;2021-07;0.05
1423952977138155129;2021-07;0.0
1423952977138155129;2021-07;0.1
2455576782104041698;2021-07;0.13
2455576782104041698;2021-07;0.21
6373947691253940364;2021-07;0.08
459290606780222306;2021-07;0.03
459290606780222306;2021-07;0.0
459290606780222306;2021-07;0.03
459290606780222306;2021-07;0.0
459290606780222306;2021-07;0.01
459290606780222306;2021-07;0.05
459290606780222306;2021-07;0.1
4052557282157719526;2021-07;0.03
7215093571368368138;2021-07;0.08
7215093571368368138;2021-07;0.05
7215093571368368138;2021-07;0.08333333333333334
1192891347324061812;2021-07;0.03
1192891347324061812;2021-07;0.11
1192891347324061812;2021-07;0.26
1192891347324061812;2021-07;0.11
1192891347324061812;2021-07;0.04
3022528659032597047;2021-07;0.0
3022528659032597047;2021-07;0.07
2763141362035716801;2021-07;0.0
2763141362035716801;2021-07;0.02
5465001651966355821;2021-07;0.24
5465001651966355821;2021-07;0.06
3357976326879346012;2021-07;0.02
5880041582322293710;2021-07;0.05
5880041582322293710;2021-07;0.34
5880041582322293710;2021-07;0.02
5880041582322293710;2021-07;0.07
6927178425683104769;2021-07;0.07
6927178425683104769;2021-07;0.17
4723919748432185874;2021-07;0.11
4723919748432185874;2021-07;0.11
7325545718770538459;2021-07;0.04
7325545718770538459;2021-07;0.16
7325545718770538459;2021-07;0.45
7325545718770538459;2021-07;0.02
7325545718770538459;2021-07;0.16
7325545718770538459;2021-07;0.05
7325545718770538459;2021-07;0.15
5753677550753111444;2021-07;0.06
5753677550753111444;2021-07;0.01
8559143756893267192;2021-07;0.06
1292049196559782171;2021-07;0.01
4334472256949955221;2021-07;0.07
4334472256949955221;2021-07;0.14
6367769402148499693;2021-07;0.05
6367769402148499693;2021-07;0.04
6367769402148499693;2021-07;0.09
7816319470107777265;2021-07;0.0
7816319470107777265;2021-07;0.0
696014079855281037;2021-07;0.12666666666666665
4874157215501489741;2021-07;0.13
4874157215501489741;2021-07;0.33
